(-4, -6, 21), (0, 2, 1)
(-5, -3, 7), (3, 1, 3)
(-2, -6, 21), (2, 2, 1)
(-5, -2, 0), (3, 2, 0)
(-4, -3, 7), (0, 1, 3)
(-5, -1, -7), (3, 3, 1)
(-4, -2, 7), (0, 2, 3)
(-4, -1, 0), (0, 3, 0)
(0, -5, 13), (0, 3, 1)
(0, -5, 15), (0, 3, 3)
(0, -5, 16), (0, 3, 0)
(0, -5, 17), (0, 3, 1)
(-5, 1, -7), (3, 1, 1)
(-3, -1, 7), (1, 3, 3)
(0, -4, 13), (0, 0, 1)
(0, -4, 15), (0, 0, 3)
(0, -4, 16), (0, 0, 0)
(-4, 1, -7), (0, 1, 1)
(0, -3, 11), (0, 1, 3)
(0, -3, 12), (0, 1, 0)
(0, -3, 13), (0, 1, 1)
(0, -3, 15), (0, 1, 3)
(-3, 1, -7), (1, 1, 1)
(1, -3, 7), (1, 1, 3)
(0, -2, 12), (0, 2, 0)
(0, -2, 13), (0, 2, 1)
(-3, 2, 0), (1, 2, 0)
(2, -3, 7), (2, 1, 3)
(-2, 1, 7), (2, 1, 3)
(0, -1, 11), (0, 3, 3)
(0, -1, 13), (0, 3, 1)
(0, 0, -13), (0, 0, 3)
(2, -2, 7), (2, 2, 3)
(-2, 2, 7), (2, 2, 3)
(0, 0, 11), (0, 0, 3)
(0, 0, 12), (0, 0, 0)
(3, -2, 0), (3, 2, 0)
(-2, 3, 7), (2, 3, 3)
(2, -1, 7), (2, 3, 3)
(0, 1, 11), (0, 1, 3)
(0, 1, 13), (0, 1, 1)
(3, -1, -7), (3, 3, 1)
(-1, 3, 7), (3, 3, 3)
(0, 2, 12), (0, 2, 0)
(0, 2, 13), (0, 2, 1)
(4, -1, -7), (0, 3, 1)
(0, 3, 11), (0, 3, 3)
(0, 3, 12), (0, 3, 0)
(0, 3, 13), (0, 3, 1)
(0, 3, 15), (0, 3, 3)
(5, -1, -7), (1, 3, 1)
(3, 1, 7), (3, 1, 3)
(0, 4, 13), (0, 0, 1)
(0, 4, 15), (0, 0, 3)
(0, 4, 16), (0, 0, 0)
(4, 1, 0), (0, 1, 0)
(0, 5, 13), (0, 1, 1)
(0, 5, 15), (0, 1, 3)
(0, 5, 16), (0, 1, 0)
(0, 5, 17), (0, 1, 1)
(5, 1, -7), (1, 1, 1)
(4, 2, 7), (0, 2, 3)
(5, 2, 0), (1, 2, 0)
(4, 3, 7), (0, 3, 3)
(5, 3, 7), (1, 3, 3)
(2, 6, 21), (2, 2, 1)
(4, 6, 21), (0, 2, 1)
